,pregunta_id,clasificacion_tipo,clasificacion
461,1851,Evidencias de aprendizaje_CO,"Encuentra e interpreta las medidas de tendencia central y el rango en datos agrupados, empleando herramientas tecnológicas cuando sea posible."
462,1851,Derechos básicos de aprendizaje_CO,"Histogramas, polígonos de frecuencia y gráficos para identificar variaciones, relaciones o tendencias"
463,1851,Categoría organizadora_CO,Pensamiento Aleatorio y sistema de datos       
464,1851,eje tematico colombia,Datos y probabilidad
465,1851,Evidencias de aprendizaje_CO,"Analiza la información presentada identificando variaciones, relaciones o tendencias y elabora conclusiones que permiten responder la pregunta planteada"
466,1851,Evidencias de aprendizaje_CO,"""Usa estrategias gráficas o numéricas para encontrar las medidas de tendencia central de un conjunto de datos agrupados"""
467,1851,Derechos básicos de aprendizaje_CO,Intervalos y medida de tendencia central
468,1851,Categoría organizadora_CO,Pensamiento Aleatorio y sistema de datos       
469,1851,eje tematico colombia,Datos y probabilidad
470,1851,Evidencias de aprendizaje_CO,Describe el comportamiento de los datos agrupados empleando las medidas de tendencia central y el rango.
471,1851,Evidencias de aprendizaje_CO,Reconoce cómo varían las medidas de tendencia central y el rango cuando varían los datos.
472,5934,suficiencia,no suficiencia
473,5934,nivel 2 prueba de transición,Transformaciones isométricas
474,5934,nivel 1 prueba de transición,Geometría
475,5934,nivel 3 prueba de transición,Puntos y vectores en el plano cartesiano.
476,5934,habilidad prueba de transición,Aplicar
477,5934,dificultad,Fácil
478,6061,eje temático,Geometría
479,6061,habilidad cognitiva,"Análisis, Síntesis y Evaluación"
480,6061,suficiencia,no suficiencia
481,6061,curso PSU,Cuarto Medio
482,6061,eje temático LGE,Geometría
483,6061,unidad LGE,Unidad 3
484,6061,objetivo de aprendizaje,OA 14 
485,6061,indicador LGE,"<p>Reconocen transformaciones isométricas dadas en el plano, identificando puntos importantes, como vector de traslación, centro de rotación, ángulo de rotación, eje o punto de reflexión.</p>"
486,6061,habilidad cognitiva LGE,Resolver problemas
487,6061,objetivo de aprendizaje,OA B 
488,6061,dificultad,Media
489,6061,curso,Octavo Básico
490,6061,nivel 1 prueba de transición,Geometría
491,6061,nivel 2 prueba de transición,Transformaciones isométricas
492,6061,nivel 3 prueba de transición,"Rotación, traslación y reflexión de figuras geométricas."
493,6061,dificultad,Fácil
494,6061,habilidad prueba de transición,Representar
495,6061,Evidencias de aprendizaje_CO,"""Reconoce e interpreta la representación grafica de un objeto desde diferentes puntos de vista."""
496,6061,Derechos básicos de aprendizaje_CO,"Rotaciones, traslaciones y reflexiones de figuras tridimensionales"
497,6061,Categoría organizadora_CO,Espacial y sistemas geométricos     
498,6061,eje tematico colombia,Geometría
499,6061,Evidencias de aprendizaje_CO,Describe verbal y simbólicamente procesos de desplazamiento y trayectorias
500,6061,Derechos básicos de aprendizaje_CO,Posición y trayectoria
501,6061,Categoría organizadora_CO,Espacial y sistemas geométricos     
502,6061,eje tematico colombia,Geometría
503,10925,suficiencia,no suficiencia
504,10925,eje temático LGE,Álgebra y funciones
505,10925,unidad LGE,Unidad 1
506,10925,objetivo de aprendizaje,OA 3 
507,10925,indicador LGE,Aplican los productos notables en el desarrollo de expresiones algebraicas.
508,10925,habilidad cognitiva LGE,Argumentar y comunicar
509,10925,objetivo de aprendizaje,OA F 
510,10925,dificultad,Fácil
511,10925,curso,Primero Medio
512,10925,nivel 1 prueba de transición,Álgebra y funciones
513,10925,nivel 2 prueba de transición,Expresiones algebraicas
514,10925,habilidad prueba de transición,Aplicar
515,10925,dificultad,Difícil
516,10925,Subtemas_mx,Resuelve problemas de multiplicación con fracciones y decimales y de división con decimales.
517,10925,Temas_mx,Multiplicación y división
518,10925,Bloque_mx,"Número, álgebra y variación"
519,10925,Curso MX,Primero de secundaria
520,10925,nivel 3 prueba de transición,Productos notables.
521,10925,habilidad prueba de transición,Argumentar
522,10925,Evidencias de aprendizaje_CO,Reconoce el uso del signo igual como relación de equivalencia de expresiones algebraicas en los números reales.
523,10925,Derechos básicos de aprendizaje_CO,Equivalencia e igualdad
524,10925,Categoría organizadora_CO,Pensamiento Numérico y sistemas numéricos
525,10925,eje tematico colombia,Números y operaciones   
526,10925,Evidencias de aprendizaje_CO,Establece conjeturas apoyándose en las propiedades y relaciones de los números reales al resolver una situación problema.
527,10925,Derechos básicos de aprendizaje_CO,Expresiones algebraicas con números reales
528,10925,Categoría organizadora_CO,Pensamiento Numérico y sistemas numéricos
529,10925,eje tematico colombia,Números y operaciones   
530,10925,Evidencias de aprendizaje_CO,"Interpreta expresiones numéricas, algebraicas o gráficas y toma decisiones con base en su interpretación."
531,10925,Derechos básicos de aprendizaje_CO,"Expresiones numéricas, algebraicas o gráficas"
532,10925,Categoría organizadora_CO,Pensamiento Variacional y sistemas algorítmicos
533,10925,eje tematico colombia,Patrones y Álgebra   
534,11053,eje temático,Números
535,11053,habilidad cognitiva,"Análisis, Síntesis y Evaluación"
536,11053,suficiencia,no suficiencia
537,11053,curso PSU,Primero Medio
538,11053,eje temático LGE,Números
539,11053,unidad LGE,Unidad 1
540,11053,objetivo de aprendizaje,OA 1 
541,11053,indicador LGE,"Identifican el tipo de número, racional, entero y natural, y las operaciones involucradas."
542,11053,habilidad cognitiva LGE,Argumentar y comunicar
543,11053,objetivo de aprendizaje,OA D 
544,11053,dificultad,Media
545,11053,curso,Primero Medio
546,11053,nivel 1 prueba de transición,Números
547,11053,nivel 2 prueba de transición,"Conjunto de los números enteros, racionales y reales"
548,11053,nivel 3 prueba de transición,"Operaciones y orden en el conjunto de los números enteros, racionales y reales."
549,11053,habilidad prueba de transición,Comprender
550,11053,dificultad,Fácil
551,11053,Subtemas_mx,"Determina y usa la jerarquía de operaciones y los paréntesis en operaciones con números naturales, enteros y decimales (para multiplicación y división, solo números positivos)."
552,11053,Temas_mx,Multiplicación y división
553,11053,Bloque_mx,"Número, álgebra y variación"
554,11053,Curso MX,Primero de secundaria
555,11053,Subtemas_mx,"Resuelve problemas de suma y resta con números enteros, fracciones y decimales positivos y negativos."
556,11053,Temas_mx,Adición y sustracción
557,11053,Evidencias de aprendizaje_CO,"Construye representaciones geométricas y numéricas de los números reales (con decimales, raíces, razones, entre otros) y realiza conversiones entre ellas."
558,11053,Derechos básicos de aprendizaje_CO,Números reales
559,11053,Categoría organizadora_CO,Pensamiento Numérico y sistemas numéricos
560,11053,eje tematico colombia,Números y operaciones   
561,15549,curso,Primero Medio
562,15549,eje temático LGE,Números
563,15549,unidad LGE,Unidad 1
564,15549,habilidad cognitiva LGE,Resolver problemas
565,15549,objetivo de aprendizaje,OA 1 
566,15549,indicador LGE,Transforman expresiones del lenguaje natural a expresiones matemáticas y viceversa.
567,15549,dificultad,Difícil
568,15549,nivel 1 prueba de transición,Números
569,15549,nivel 2 prueba de transición,"Conjunto de los números enteros, racionales y reales"
570,15549,nivel 3 prueba de transición,"Problemas que involucren el conjunto de los números enteros, racionales y reales en diversos contextos."
571,15549,habilidad prueba de transición,"Analizar, sintetizar y evaluar"
572,15549,suficiencia,no suficiencia
573,15549,Evidencias de aprendizaje_CO,"Construye representaciones geométricas y numéricas de los números reales (con decimales, raíces, razones, entre otros) y realiza conversiones entre ellas."
574,15549,Derechos básicos de aprendizaje_CO,Números reales
575,15549,Categoría organizadora_CO,Pensamiento Numérico y sistemas numéricos
576,15549,eje tematico colombia,Números y operaciones   
577,16693,componente,Componente geométrico-métrico (9)
578,16693,nivel colombia,Noveno
579,16693,eje temático,Geometría
580,16693,habilidad cognitiva,"Análisis, Síntesis y Evaluación"
581,16693,suficiencia,no suficiencia
582,16693,curso PSU,Tercero Medio
583,16693,eje temático LGE,Geometría
584,16693,unidad LGE,Unidad 3
585,16693,objetivo de aprendizaje,OA 8 
586,16693,indicador LGE,"Reconocen las propiedades de la homotecia, como paralelismo, conservación del ángulo y conservación de razones."
587,16693,habilidad cognitiva LGE,Argumentar y comunicar
588,16693,objetivo de aprendizaje,OA D 
589,16693,dificultad,Media
590,16693,curso,Primero Medio
591,16693,curso gradúate,Primer Ciclo
592,16693,eje temático gradúate,Números y operaciones aritméticas
593,16693,nivel 1 prueba de transición,Geometría
594,16693,nivel 2 prueba de transición,"Semejanza, proporcionalidad y homotecia de figuras planas"
595,16693,nivel 3 prueba de transición,Conceptos y criterios de semejanza.
596,16693,habilidad prueba de transición,Comprender
597,16693,dificultad,Fácil
598,16693,Subtemas_mx,"Resuelve problemas de cálculo de porcentajes, de tanto por ciento y de la cantidad base."
599,16693,Temas_mx,Proporcionalidad
600,16693,Bloque_mx,"Número, álgebra y variación"
601,16693,Curso MX,Primero de secundaria
602,16693,Subtemas_mx,"Resuelve problemas de cálculo de porcentajes, de tanto por ciento y de la cantidad base."
603,16693,Temas_mx,Proporcionalidad
604,16693,Bloque_mx,"Número, álgebra y variación"
605,16693,Curso MX,Primero de secundaria
606,16768,suficiencia,no suficiencia
607,16768,nivel 1 prueba de transición,Números
608,16768,nivel 2 prueba de transición,Porcentaje
609,16768,nivel 3 prueba de transición,Problemas que involucren porcentaje en diversos contextos.
610,16768,dificultad,Difícil
611,16768,Subtemas_mx,"Determina y usa la jerarquía de operaciones y los paréntesis en operaciones con números naturales, enteros y decimales (para multiplicación y división, solo números positivos)."
612,16768,Temas_mx,Multiplicación y división
613,16768,Bloque_mx,"Número, álgebra y variación"
614,16768,Curso MX,Primero de secundaria
615,16768,Subtemas_mx,"Resuelve problemas de suma y resta con números enteros, fracciones y decimales positivos y negativos."
616,16768,Temas_mx,Adición y sustracción
617,16768,habilidad prueba de transición,Aplicar
618,17018,eje temático,Álgebra
619,17018,habilidad cognitiva,Aplicación
620,17018,suficiencia,no suficiencia
621,17018,curso PSU,Segundo Medio
622,17018,eje temático LGE,Álgebra y funciones
623,17018,unidad LGE,Unidad 2
624,17018,objetivo de aprendizaje,OA 4 
625,17018,indicador LGE,Transforman ecuaciones de la forma ax + by = c a la forma y = – a b ? x + c b reconociendo la función afín.
626,17018,habilidad cognitiva LGE,Resolver problemas
627,17018,objetivo de aprendizaje,OA A 
628,17018,dificultad,Media
629,17018,curso,Primero Medio
630,17018,nivel 1 prueba de transición,Geometría
631,17018,nivel 2 prueba de transición,Geometría analítica en 2D
632,17018,nivel 3 prueba de transición,Pendiente de una recta e intercepto de esta con el eje de la ordenada.
633,17018,habilidad prueba de transición,Aplicar
634,17018,Subtemas_mx,"Calcula valores faltantes en problemas de proporcionalidad directa, con constante natural, fracción o decimal (incluyendo tablas de variación)."
635,17018,Temas_mx,Proporcionalidad
636,17018,Bloque_mx,"Número, álgebra y variación"
637,17018,Curso MX,Primero de secundaria
638,17018,Subtemas_mx,"Calcula valores faltantes en problemas de proporcionalidad directa, con constante natural, fracción o decimal (incluyendo tablas de variación)."
639,17018,Temas_mx,Proporcionalidad
640,17018,Bloque_mx,"Número, álgebra y variación"
641,17018,Curso MX,Primero de secundaria
642,17018,Evidencias de aprendizaje_CO,"Propone, ejecuta y argumenta la validez o no de procedimientos utilizados para resolver una ecuación lineal y sistemas de ecuaciones lineales"
643,17018,Derechos básicos de aprendizaje_CO,Equivalencia e igualdad
644,17018,Categoría organizadora_CO,Pensamiento Numérico y sistemas numéricos
645,17018,eje tematico colombia,Números y operaciones   
646,17018,Evidencias de aprendizaje_CO,Opera con formas simbólicas que representan cantidades.
647,17018,Derechos básicos de aprendizaje_CO,"Expresiones numéricas, algebraicas o gráficas"
648,17018,Categoría organizadora_CO,Pensamiento Variacional y sistemas algorítmicos
649,17018,eje tematico colombia,Patrones y Álgebra   
650,17018,Evidencias de aprendizaje_CO,"Interpreta expresiones numéricas, algebraicas o gráficas y toma decisiones con base en su interpretación."
651,17018,Evidencias de aprendizaje_CO,"""Relaciona características algebraicas de las funciones, sus gráficas y procesos de aproximación sucesiva."""
652,17018,Derechos básicos de aprendizaje_CO,Funciones
653,17018,Categoría organizadora_CO,Pensamiento Variacional y sistemas algorítmicos
654,17018,eje tematico colombia,Patrones y Álgebra   
655,17297,eje temático,Álgebra
656,17297,habilidad cognitiva,Comprensión
657,17297,suficiencia,no suficiencia
658,17297,curso PSU,Primero Medio
659,17297,eje temático LGE,Álgebra y funciones
660,17297,unidad LGE,Unidad 1
661,17297,objetivo de aprendizaje,OA 3 
662,17297,indicador LGE,Aplican los productos notables en la factorización y la reducción de expresiones algebraicas a situaciones concretas.
663,17297,habilidad cognitiva LGE,Resolver problemas
664,17297,objetivo de aprendizaje,OA A 
665,17297,dificultad,Fácil
666,17297,curso,Primero Medio
667,17297,nivel 1 prueba de transición,Álgebra y funciones
668,17297,nivel 2 prueba de transición,Expresiones algebraicas
669,17297,nivel 3 prueba de transición,Problemas que involucren expresiones algebraicas en diversos contextos.
670,17297,habilidad prueba de transición,Comprender
671,17297,dificultad,Media
672,17297,habilidad prueba de transición,Resolver problemas
673,17297,Subtemas_mx,Resuelve problemas de multiplicación con fracciones y decimales y de división con decimales.
674,17297,Temas_mx,Multiplicación y división
675,17297,Bloque_mx,"Número, álgebra y variación"
676,17297,Curso MX,Primero de secundaria
677,17297,Evidencias de aprendizaje_CO,Reconoce el uso del signo igual como relación de equivalencia de expresiones algebraicas en los números reales.
678,17297,Derechos básicos de aprendizaje_CO,Equivalencia e igualdad
679,17297,Categoría organizadora_CO,Pensamiento Numérico y sistemas numéricos
680,17297,eje tematico colombia,Números y operaciones   
681,17297,Evidencias de aprendizaje_CO,Establece conjeturas apoyándose en las propiedades y relaciones de los números reales al resolver una situación problema.
682,17297,Derechos básicos de aprendizaje_CO,Expresiones algebraicas con números reales
683,17297,Categoría organizadora_CO,Pensamiento Numérico y sistemas numéricos
684,17297,eje tematico colombia,Números y operaciones   
685,17297,Evidencias de aprendizaje_CO,"Interpreta expresiones numéricas, algebraicas o gráficas y toma decisiones con base en su interpretación."
686,17297,Derechos básicos de aprendizaje_CO,"Expresiones numéricas, algebraicas o gráficas"
687,17297,Categoría organizadora_CO,Pensamiento Variacional y sistemas algorítmicos
688,17297,eje tematico colombia,Patrones y Álgebra   
689,17354,dificultad,Media
690,17354,suficiencia,no suficiencia
691,17354,mención,Común
692,17354,curso,Primero Medio
693,17354,habilidad cognitiva,Reconocimiento
694,17354,aprendizaje esperado,AE 01
695,17354,sub eje tematico,Medidas de tendencia central
696,17354,eje temático,Datos y azar
697,17354,unidad LOCE,Datos y azar
698,17354,curso PSU,Primero Medio
699,17354,nivel 2 prueba de transición,Medidas de tendencia central y rango
700,17354,nivel 3 prueba de transición,Medidas de tendencia central y rango de uno o más grupos de datos.
701,17354,habilidad prueba de transición,Comprender
702,17354,dificultad,Fácil
703,17354,nivel 1 prueba de transición,Probabilidad y estadística
704,17354,Temas_mx,Estadística
705,17354,Temas_mx,Estadística
706,17354,Bloque_mx,Análisis de datos
707,17354,Bloque_mx,Análisis de datos
708,17354,contenidocentral_mx,Tratamiento de las medidas de tendencia central. Tratamiento y significado de medidas de Dispersión.
709,17354,componente_mx,"Riesgo, inferencia y aleatoriedad: Elementos de la Estadística y la Probabilidad."
710,17781,eje temático,Álgebra
711,17781,habilidad cognitiva,"Análisis, Síntesis y Evaluación"
712,17781,suficiencia,no suficiencia
713,17781,curso PSU,Primero Medio
714,17781,eje temático LGE,Álgebra y funciones
715,17781,unidad LGE,Unidad 1
716,17781,objetivo de aprendizaje,OA 3 
717,17781,indicador LGE,Aplican los productos notables en la factorización y la reducción de expresiones algebraicas a situaciones concretas.
718,17781,habilidad cognitiva LGE,Resolver problemas
719,17781,objetivo de aprendizaje,OA A 
720,17781,dificultad,Fácil
721,17781,curso,Primero Medio
722,17781,nivel 1 prueba de transición,Álgebra y funciones
723,17781,nivel 2 prueba de transición,Expresiones algebraicas
724,17781,nivel 3 prueba de transición,Productos notables.
725,17781,habilidad prueba de transición,Aplicar
726,17781,Subtemas_mx,Resuelve problemas de multiplicación con fracciones y decimales y de división con decimales.
727,17781,Temas_mx,Multiplicación y división
728,17781,Bloque_mx,"Número, álgebra y variación"
729,17781,Curso MX,Primero de secundaria
730,17781,Evidencias de aprendizaje_CO,Reconoce el uso del signo igual como relación de equivalencia de expresiones algebraicas en los números reales.
731,17781,Derechos básicos de aprendizaje_CO,Equivalencia e igualdad
732,17781,Categoría organizadora_CO,Pensamiento Numérico y sistemas numéricos
733,17781,eje tematico colombia,Números y operaciones   
734,17781,Evidencias de aprendizaje_CO,Establece conjeturas apoyándose en las propiedades y relaciones de los números reales al resolver una situación problema.
735,17781,Derechos básicos de aprendizaje_CO,Expresiones algebraicas con números reales
736,17781,Categoría organizadora_CO,Pensamiento Numérico y sistemas numéricos
737,17781,eje tematico colombia,Números y operaciones   
738,17781,Evidencias de aprendizaje_CO,"Interpreta expresiones numéricas, algebraicas o gráficas y toma decisiones con base en su interpretación."
739,17781,Derechos básicos de aprendizaje_CO,"Expresiones numéricas, algebraicas o gráficas"
740,17781,Categoría organizadora_CO,Pensamiento Variacional y sistemas algorítmicos
741,17781,eje tematico colombia,Patrones y Álgebra   
742,17918,eje temático,Álgebra
743,17918,habilidad cognitiva,"Análisis, Síntesis y Evaluación"
744,17918,suficiencia,no suficiencia
745,17918,objetivo de aprendizaje,OA D 
746,17918,nivel 1 prueba de transición,Álgebra y funciones
747,17918,nivel 2 prueba de transición,Función lineal y afín
748,17918,nivel 3 prueba de transición,Problemas que involucren función lineal y función afín en diversos contextos.
749,17918,habilidad prueba de transición,Modelar
750,17918,Subtemas_mx,"Calcula valores faltantes en problemas de proporcionalidad directa, con constante natural, fracción o decimal (incluyendo tablas de variación)."
751,17918,Temas_mx,Proporcionalidad
752,17918,Bloque_mx,"Número, álgebra y variación"
753,17918,Curso MX,Primero de secundaria
754,17918,Subtemas_mx,"Resuelve problemas de cálculo de porcentajes, de tanto por ciento y de la cantidad base."
755,17918,curso,Octavo Básico
756,17918,unidad LGE,Unidad 2
757,17918,objetivo de aprendizaje,OA 10
758,17918,eje temático LGE,Álgebra y funciones
759,17918,dificultad,Difícil
760,17918,habilidad cognitiva LGE,Argumentar y comunicar
761,17918,indicador LGE,<p>Modelan situaciones de la vida diaria o de ciencias con funciones afines.</p>
762,17918,curso,Primero Medio
763,17918,habilidad prueba de transición,"Analizar, sintetizar y evaluar"
764,17918,Evidencias de aprendizaje_CO,"Plantea modelos algebraicos, gráficos o numéricos en los que identifica las variables y sus rangos de variación"
765,17918,Derechos básicos de aprendizaje_CO,Ecuaciones
766,17918,Categoría organizadora_CO,Pensamiento Variacional y sistemas algorítmicos
767,17918,eje tematico colombia,Patrones y Álgebra   
768,17918,Evidencias de aprendizaje_CO,"Toma decisiones informadas a partir de exploraciones numéricas, algebraicas o gráficas de los modelos matemáticos usados"
769,17918,Evidencias de aprendizaje_CO,Identifica la diferencia entre exactitud y aproximación en las diferentes representaciones de los números reales.
770,17918,Derechos básicos de aprendizaje_CO,Números reales
771,17918,Categoría organizadora_CO,Pensamiento Numérico y sistemas numéricos
772,17918,eje tematico colombia,Números y operaciones   
773,17918,Evidencias de aprendizaje_CO,Interpreta expresiones numéricas y toma decisiones con base en su interpretación.
774,17918,Derechos básicos de aprendizaje_CO,"Problemas numéricos, geométricos y métricos"
775,17918,Categoría organizadora_CO,Pensamiento Variacional y sistemas algorítmicos
776,17918,eje tematico colombia,Patrones y Álgebra   
777,17931,eje temático,Geometría
778,17931,habilidad cognitiva,"Análisis, Síntesis y Evaluación"
779,17931,suficiencia,no suficiencia
780,17931,curso PSU,Segundo Medio
781,17931,eje temático LGE,Geometría
782,17931,unidad LGE,Unidad 3
783,17931,objetivo de aprendizaje,OA 10 
784,17931,habilidad cognitiva LGE,Argumentar y comunicar
785,17931,objetivo de aprendizaje,OA D 
786,17931,curso,Primero Medio
787,17931,nivel 1 prueba de transición,Geometría
788,17931,nivel 2 prueba de transición,"Semejanza, proporcionalidad y homotecia de figuras planas"
789,17931,nivel 3 prueba de transición,Conceptos y criterios de semejanza.
790,17931,habilidad prueba de transición,Comprender
791,17931,dificultad,Media
792,17931,indicador LGE,Comparan modelos de objetos reales con el original y mencionan las relaciones que existen entre ellos.
793,17931,Evidencias de aprendizaje_CO,Compara figuras geométricas y conjetura sobre posibles regularidades entre ellas
794,17931,Derechos básicos de aprendizaje_CO,Regularidades de las figuras bidimensionales
795,17931,Categoría organizadora_CO,Espacial y sistemas geométricos     
796,17931,eje tematico colombia,Geometría
797,17931,Evidencias de aprendizaje_CO,"""Redacta y argumenta procesos utilizados al resolver situaciones de semejanza y congruencia de figuras."""
798,18000,dificultad,Difícil
799,18000,suficiencia,suficiencia
800,18000,mención,Común
801,18000,curso,Tercero Medio
802,18000,habilidad cognitiva,"Análisis, Síntesis y Evaluación"
803,18000,sub eje tematico,Ecuaciones de segundo grado
804,18000,eje temático,Álgebra
805,18000,curso PSU,Tercero Medio
806,18000,nivel 2 prueba de transición,Ecuaciones de segundo grado
807,18000,nivel 1 prueba de transición,Álgebra y funciones
808,18000,nivel 1 prueba de transición,Números
809,18000,nivel 3 prueba de transición,"Problemas que involucren el conjunto de los números enteros, racionales y reales en diversos contextos."
810,18000,habilidad prueba de transición,"Analizar, sintetizar y evaluar"
811,18004,dificultad,Difícil
812,18004,nivel 2 prueba de transición,Reglas de las probabilidades y probabilidad condicional
813,18004,nivel 3 prueba de transición,Problemas que involucren probabilidad de un evento en diversos contextos.
814,18004,habilidad prueba de transición,Comprender
815,18004,eje temático LGE,Probabilidad y estadística
816,18004,unidad LGE,Unidad 4
817,18004,objetivo de aprendizaje,OA 14 
818,18004,indicador LGE,Calculan las probabilidades de eventos simples y compuestos.
819,18004,habilidad cognitiva LGE,Argumentar y comunicar
820,18004,objetivo de aprendizaje,OA D 
821,18004,nivel 1 prueba de transición,Probabilidad y estadística
822,18004,Temas_mx,Probabilidad
823,18004,Bloque_mx,Análisis de datos
824,18004,suficiencia,no suficiencia
825,18004,curso,Primero Medio
826,18004,Evidencias de aprendizaje_CO,Reconoce cuando dos eventos son o no mutuamente excluyentes y les asigna la probabilidad usando la regla de la adición.
827,18004,Derechos básicos de aprendizaje_CO,Probabilidad de un evento compuesto
828,18004,Categoría organizadora_CO,Pensamiento Aleatorio y sistema de datos       
829,18004,eje tematico colombia,Datos y probabilidad
830,18004,Evidencias de aprendizaje_CO,"Encuentra el número de posibles resultados de un experimento aleatorio usando métodos adecuados (diagramas de árbol, combinaciones, permutaciones, regla de la multiplicación, entre otros)."
831,18004,Derechos básicos de aprendizaje_CO,Experimentos aleatorios con y sin remplazo
832,18004,Categoría organizadora_CO,Pensamiento Aleatorio y sistema de datos       
833,18004,eje tematico colombia,Datos y probabilidad
834,18004,contenidocentral_mx,Concepto de riesgo en situaciones contextuales. Contextualización de los elementos de probabilidad condicional e interpretación intuitiva del teorema de Bayes (probabilidad subjetiva).
835,18004,Curso MX,6º Semestre Bachillerato
836,18004,componente_mx,"Riesgo, inferencia y aleatoriedad: Elementos de la Estadística y la Probabilidad."
837,18827,eje temático,Datos y azar
838,18827,habilidad cognitiva,Aplicación
839,18827,suficiencia,no suficiencia
840,18827,curso PSU,Primero Medio
841,18827,eje temático LGE,Probabilidad y estadística
842,18827,unidad LGE,Unidad 4
843,18827,objetivo de aprendizaje,OA 11 
844,18827,indicador LGE,"Resuelven problemas de juegos de azar y de la vida cotidiana, aplicando combinatoria y permutaciones."
845,18827,habilidad cognitiva LGE,Resolver problemas
846,18827,objetivo de aprendizaje,OA A 
847,18827,dificultad,Difícil
848,18827,curso,Segundo Medio
849,18827,nivel 2 prueba de transición,Permutación y combinatoria
850,18827,nivel 3 prueba de transición,Problemas que involucren permutación y combinatoria en diversos contextos.
851,18827,dificultad,Media
852,18827,nivel 1 prueba de transición,Probabilidad y estadística
853,18827,Subtemas_mx,Calcula el volumen de prismas y cilindros rectos.
854,18827,Temas_mx,Magnitudes y medidas
855,18827,Bloque_mx,"Forma, espacio y medida"
856,18827,Curso MX,Segundo de secundaria
857,18827,habilidad prueba de transición,Modelar
858,18827,Subtemas_mx,Calcula el volumen de prismas y cilindros rectos.
859,18827,Temas_mx,Magnitudes y medidas
860,18827,Bloque_mx,"Forma, espacio y medida"
861,18827,Curso MX,Segundo de secundaria
862,18827,Evidencias de aprendizaje_CO,"Encuentra el número de posibles resultados de un experimento aleatorio usando métodos adecuados (diagramas de árbol, combinaciones, permutaciones, regla de la multiplicación, entre otros)."
863,18827,Derechos básicos de aprendizaje_CO,Experimentos aleatorios con y sin remplazo
864,18827,Categoría organizadora_CO,Pensamiento Aleatorio y sistema de datos       
865,18827,eje tematico colombia,Datos y probabilidad
866,18885,dificultad,Media
867,18885,suficiencia,suficiencia
868,18885,mención,Común
869,18885,curso,Primero Medio
870,18885,habilidad cognitiva,"Análisis, Síntesis y Evaluación"
871,18885,sub eje tematico,Función lineal y afín
872,18885,eje temático,Álgebra
873,18885,unidad LGE,Unidad 2
874,18885,objetivo de aprendizaje,OA 5 
875,18885,eje temático LGE,Álgebra y funciones
876,18885,curso PSU,Primero Medio
877,18885,nivel 2 prueba de transición,Función lineal y afín
878,18885,nivel 1 prueba de transición,Álgebra y funciones
879,18885,nivel 3 prueba de transición,Problemas que involucren sistemas de ecuaciones lineales en diversos contextos.
880,18885,habilidad prueba de transición,"Analizar, sintetizar y evaluar"
881,18885,Subtemas_mx,"Resuelve problemas de cálculo de porcentajes, de tanto por ciento y de la cantidad base."
882,18885,Temas_mx,Proporcionalidad
883,18885,Bloque_mx,"Número, álgebra y variación"
884,18885,Curso MX,Primero de secundaria
885,18885,nivel 2 prueba de transición,Ecuaciones e inecuaciones de primer grado
886,18885,nivel 3 prueba de transición,Resolución de ecuaciones lineales.
887,18885,Subtemas_mx,"Resuelve problemas de cálculo de porcentajes, de tanto por ciento y de la cantidad base."
888,18885,Temas_mx,Proporcionalidad
889,18885,Bloque_mx,"Número, álgebra y variación"
890,18885,Curso MX,Primero de secundaria
891,18950,eje temático,Números
892,18950,habilidad cognitiva,Comprensión
893,18950,suficiencia,no suficiencia
894,18950,curso PSU,Segundo Medio
895,18950,eje temático LGE,Números
896,18950,unidad LGE,Unidad 1
897,18950,objetivo de aprendizaje,OA 2 
898,18950,indicador LGE,"Convierten desde un tipo de registro a otro; es decir, desde potencias a raíces y viceversa, y desde potencias a logaritmos y viceversa."
899,18950,habilidad cognitiva LGE,Representar
900,18950,objetivo de aprendizaje,OA L 
901,18950,dificultad,Media
902,18950,curso,Segundo Medio
903,18950,nivel 1 prueba de transición,Números
904,18950,nivel 2 prueba de transición,"Potencias, raíces enésimas y logaritmos"
905,18950,nivel 3 prueba de transición,Concepto y propiedades de los logaritmos.
906,18950,habilidad prueba de transición,Comprender
907,18950,dificultad,Difícil
908,18950,Subtemas_mx,Resuelve problemas de multiplicación y división con fracciones y decimales positivos.
909,18950,Temas_mx,Multiplicación y división
910,18950,Bloque_mx,"Número, álgebra y variación"
911,18950,Curso MX,Segundo de secundaria
912,18950,Evidencias de aprendizaje_CO,"Construye representaciones geométricas y numéricas de los números reales (con decimales, raíces, razones, entre otros) y realiza conversiones entre ellas."
913,18950,Derechos básicos de aprendizaje_CO,Números reales
914,18950,Categoría organizadora_CO,Pensamiento Numérico y sistemas numéricos
915,18950,eje tematico colombia,Números y operaciones   
916,20122,suficiencia,no suficiencia
917,20122,mención,Común
918,20122,habilidad cognitiva,"Análisis, Síntesis y Evaluación"
919,20122,sub eje tematico,Transformaciones isométricas
920,20122,eje temático,Geometría
921,20122,nivel 2 prueba de transición,Transformaciones isométricas
922,20122,nivel 1 prueba de transición,Geometría
923,20122,nivel 3 prueba de transición,"Rotación, traslación y reflexión de figuras geométricas."
924,20122,habilidad prueba de transición,Aplicar
925,20122,dificultad,Difícil
926,20410,dificultad,Difícil
927,20410,suficiencia,no suficiencia
928,20410,nivel 1 prueba de transición,Álgebra y funciones
929,20410,nivel 2 prueba de transición,Función cuadrática
